produkt_id,handle,titel,variante_id,alter_preis,neuer_preis,einkauf,marge_vorher,entscheid
15450832961921,intelligenter-rollball-fur-katzen-776896,"Intelligenter Rollball für Katzen",55889732927873,18.90,24.90,12.58,26.0,gesetzt
15450832961921,intelligenter-rollball-fur-katzen-776896,"Intelligenter Rollball für Katzen",55889732960641,50.90,64.90,35.52,22.5,gesetzt
15450832961921,intelligenter-rollball-fur-katzen-776896,"Intelligenter Rollball für Katzen",55889732993409,18.90,24.90,12.58,26.0,gesetzt
15450832961921,intelligenter-rollball-fur-katzen-776896,"Intelligenter Rollball für Katzen",55889733026177,18.90,24.90,12.58,26.0,gesetzt
15450832961921,intelligenter-rollball-fur-katzen-776896,"Intelligenter Rollball für Katzen",55889733058945,17.90,24.90,12.18,24.4,gesetzt
15450832961921,intelligenter-rollball-fur-katzen-776896,"Intelligenter Rollball für Katzen",55889733091713,17.90,24.90,12.18,24.4,gesetzt
15450832961921,intelligenter-rollball-fur-katzen-776896,"Intelligenter Rollball für Katzen",55889733124481,93.90,539.90,299.32,-254.2,gemeldet
15450834665857,waben-katzenstreu-matte-ea1e49,"Waben Katzenstreu-Matte",55889755668865,14.90,19.90,9.31,30.6,gesetzt
15450834665857,waben-katzenstreu-matte-ea1e49,"Waben Katzenstreu-Matte",55889755701633,14.90,19.90,9.31,30.6,gesetzt
15450834665857,waben-katzenstreu-matte-ea1e49,"Waben Katzenstreu-Matte",55889755734401,14.90,19.90,9.31,30.6,gesetzt
15450834665857,waben-katzenstreu-matte-ea1e49,"Waben Katzenstreu-Matte",55889755767169,14.90,19.90,9.31,30.6,gesetzt
15450834665857,waben-katzenstreu-matte-ea1e49,"Waben Katzenstreu-Matte",55889755799937,14.90,19.90,9.31,30.6,gesetzt
15450834665857,waben-katzenstreu-matte-ea1e49,"Waben Katzenstreu-Matte",55889755832705,14.90,19.90,9.31,30.6,gesetzt
15450834665857,waben-katzenstreu-matte-ea1e49,"Waben Katzenstreu-Matte",55889755865473,14.90,19.90,9.31,30.6,gesetzt
15450834665857,waben-katzenstreu-matte-ea1e49,"Waben Katzenstreu-Matte",55889755898241,14.90,19.90,9.31,30.6,gesetzt
15450834665857,waben-katzenstreu-matte-ea1e49,"Waben Katzenstreu-Matte",55889755931009,14.90,19.90,9.31,30.6,gesetzt
15450836205953,tierhaarentferner-handschuh-fur-hunde-katzen-601200,"Tierhaarentferner-Handschuh für Hunde & Katzen",55889777230209,15.90,19.90,10.75,24.9,gesetzt
15450836205953,tierhaarentferner-handschuh-fur-hunde-katzen-601200,"Tierhaarentferner-Handschuh für Hunde & Katzen",55889777361281,14.90,19.90,9.76,27.2,gesetzt
15450836205953,tierhaarentferner-handschuh-fur-hunde-katzen-601200,"Tierhaarentferner-Handschuh für Hunde & Katzen",55889777394049,14.90,19.90,9.20,31.4,gesetzt
15450836205953,tierhaarentferner-handschuh-fur-hunde-katzen-601200,"Tierhaarentferner-Handschuh für Hunde & Katzen",55889777426817,17.90,24.90,11.88,26.3,gesetzt
15450836205953,tierhaarentferner-handschuh-fur-hunde-katzen-601200,"Tierhaarentferner-Handschuh für Hunde & Katzen",55889777459585,15.90,19.90,10.83,24.3,gesetzt
15450840629633,tragbarer-reise-wasserspender-fur-hunde-katzen-411904,"Tragbarer Reise-Wasserspender für Hunde & Katzen",55889859838337,15.90,19.90,10.20,28.7,gesetzt
15450840629633,tragbarer-reise-wasserspender-fur-hunde-katzen-411904,"Tragbarer Reise-Wasserspender für Hunde & Katzen",55889859871105,15.90,19.90,10.20,28.7,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895063937,21.90,29.90,15.18,23.0,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895096705,20.90,29.90,14.28,24.1,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895129473,14.90,19.90,9.96,25.7,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895162241,14.90,19.90,9.96,25.7,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895195009,21.90,29.90,15.18,23.0,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895227777,14.90,19.90,8.88,33.8,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895293313,19.90,24.90,13.56,24.3,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895326081,19.90,24.90,13.30,25.7,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895358849,19.90,24.90,13.30,25.7,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895391617,19.90,24.90,13.30,25.7,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895424385,19.90,24.90,13.64,23.8,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895489921,20.90,29.90,14.28,24.1,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895522689,20.90,29.90,14.28,24.1,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895555457,14.90,19.90,9.44,29.6,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895588225,15.90,44.90,23.91,-67.1,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895653761,16.90,24.90,11.47,24.6,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895752065,30.90,39.90,21.23,23.7,gesetzt
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895620993,15.90,49.90,25.08,-75.3,gemeldet
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895686529,20.90,64.90,34.17,-81.7,gemeldet
15450848526721,erhohter-futternapf-fur-katzen-mit-transparent-253504,"Erhöhter Futternapf für Katzen mit transparentem Napf",55889895719297,20.90,64.90,35.93,-91.0,gemeldet
15450849083777,katzen-hangematte-fur-fenster-121d04,"Katzen-Hängematte für Fenster",55889901191553,19.90,24.90,13.49,24.7,gesetzt
15450849083777,katzen-hangematte-fur-fenster-121d04,"Katzen-Hängematte für Fenster",55889901224321,19.90,24.90,13.49,24.7,gesetzt
15450849083777,katzen-hangematte-fur-fenster-121d04,"Katzen-Hängematte für Fenster",55889901257089,19.90,24.90,13.49,24.7,gesetzt
15450849083777,katzen-hangematte-fur-fenster-121d04,"Katzen-Hängematte für Fenster",55889901289857,19.90,24.90,13.49,24.7,gesetzt
15450849083777,katzen-hangematte-fur-fenster-121d04,"Katzen-Hängematte für Fenster",55889901322625,19.90,24.90,13.49,24.7,gesetzt
15450849083777,katzen-hangematte-fur-fenster-121d04,"Katzen-Hängematte für Fenster",55889901355393,19.90,24.90,13.49,24.7,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933042049,16.90,24.90,11.13,26.8,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933074817,18.90,24.90,12.97,23.8,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933107585,27.90,39.90,19.61,21.9,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933271425,16.90,24.90,11.13,26.8,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933304193,18.90,24.90,12.97,23.8,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933336961,27.90,39.90,19.61,21.9,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933500801,16.90,24.90,11.13,26.8,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933533569,18.90,24.90,12.97,23.8,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933566337,27.90,39.90,19.61,21.9,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933730177,16.90,24.90,11.13,26.8,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933762945,18.90,24.90,12.97,23.8,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933795713,27.90,39.90,19.61,21.9,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933959553,16.90,24.90,11.13,26.8,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933992321,18.90,24.90,12.97,23.8,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889934025089,27.90,39.90,19.61,21.9,gesetzt
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933140353,14.90,44.90,24.02,-79.1,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933173121,15.90,54.90,29.42,-105.6,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933205889,17.90,64.90,34.88,-116.5,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933369729,14.90,44.90,24.02,-79.1,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933402497,15.90,54.90,29.42,-105.6,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933435265,17.90,64.90,34.88,-116.5,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933599105,14.90,44.90,24.02,-79.1,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933631873,15.90,54.90,29.42,-105.6,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933664641,17.90,64.90,34.88,-116.5,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933828481,14.90,44.90,24.02,-79.1,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933861249,15.90,54.90,29.42,-105.6,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889933894017,17.90,64.90,34.72,-115.5,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889934057857,14.90,44.90,24.02,-79.1,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889934090625,15.90,54.90,29.42,-105.6,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889934123393,17.90,64.90,34.72,-115.5,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889934156161,18.90,74.90,40.48,-138.0,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889934188929,18.90,74.90,40.48,-138.0,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889934221697,18.90,74.90,40.48,-138.0,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889934254465,18.90,94.90,52.69,-209.8,gemeldet
15450851672449,kuscheliges-haustierbett-fur-katzen-412224,"Kuscheliges Haustierbett für Katzen",55889934287233,18.90,74.90,40.48,-138.0,gemeldet
15450853212545,interaktives-katzen-spielzeug-fliegender-vogel-526336,"Interaktives Katzen-Spielzeug 'Fliegender Vogel'",55889944904065,15.90,19.90,11.08,22.6,gesetzt
15450853212545,interaktives-katzen-spielzeug-fliegender-vogel-526336,"Interaktives Katzen-Spielzeug 'Fliegender Vogel'",55889944936833,15.90,19.90,10.72,25.1,gesetzt
15450854162817,interaktive-kobra-schlange-fur-katzen-587904,"Interaktive Kobra-Schlange für Katzen",55889958961537,18.90,24.90,12.93,24.0,gesetzt
15450854162817,interaktive-kobra-schlange-fur-katzen-587904,"Interaktive Kobra-Schlange für Katzen",55889958994305,21.90,29.90,14.71,25.4,gesetzt
15450854162817,interaktive-kobra-schlange-fur-katzen-587904,"Interaktive Kobra-Schlange für Katzen",55889959027073,21.90,29.90,14.71,25.4,gesetzt
15450854162817,interaktive-kobra-schlange-fur-katzen-587904,"Interaktive Kobra-Schlange für Katzen",55889959059841,21.90,29.90,15.20,22.9,gesetzt
15450854162817,interaktive-kobra-schlange-fur-katzen-587904,"Interaktive Kobra-Schlange für Katzen",55889959092609,21.90,29.90,15.20,22.9,gesetzt
15450854162817,interaktive-kobra-schlange-fur-katzen-587904,"Interaktive Kobra-Schlange für Katzen",55889959125377,23.90,34.90,16.81,21.9,gesetzt
15450854162817,interaktive-kobra-schlange-fur-katzen-587904,"Interaktive Kobra-Schlange für Katzen",55889959158145,18.90,24.90,12.66,25.6,gesetzt
15450854162817,interaktive-kobra-schlange-fur-katzen-587904,"Interaktive Kobra-Schlange für Katzen",55889959190913,18.90,24.90,12.66,25.6,gesetzt
15450854162817,interaktive-kobra-schlange-fur-katzen-587904,"Interaktive Kobra-Schlange für Katzen",55889959256449,41.90,54.90,28.00,25.7,gesetzt
15450854162817,interaktive-kobra-schlange-fur-katzen-587904,"Interaktive Kobra-Schlange für Katzen",55889959289217,55.90,74.90,39.69,21.1,gesetzt
15450855965057,interaktiver-rollender-ball-fur-katzen-479168,"Interaktiver rollender Ball für Katzen",55889982128513,15.90,19.90,8.93,37.6,gesetzt
15450856522113,kabellose-led-kopfhorer-mit-katzenohren-530368,"Kabellose LED Kopfhörer mit Katzenohren",55889990091137,19.90,24.90,11.20,37.5,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995202945,18.90,24.90,12.72,25.2,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995235713,18.90,24.90,12.72,25.2,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995268481,18.90,24.90,12.72,25.2,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995301249,18.90,24.90,12.72,25.2,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995334017,18.90,24.90,12.72,25.2,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995366785,18.90,24.90,12.72,25.2,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995399553,18.90,24.90,12.72,25.2,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995432321,18.90,24.90,12.72,25.2,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995465089,18.90,24.90,12.72,25.2,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995497857,18.90,24.90,12.72,25.2,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995530625,18.90,24.90,12.72,25.2,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995563393,18.90,24.90,12.72,25.2,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995596161,18.90,24.90,12.72,25.2,gesetzt
15450856948097,hunde-und-katzenrucksack-b35d28,"Hunde- und Katzenrucksack",55889995628929,18.90,24.90,12.72,25.2,gesetzt
15451896217985,smart-cat-toy-space-magic-wheel-639200,"Smartes Katzenspielzeug «Magisches Rad»",55895368434049,19.90,24.90,13.31,25.7,gesetzt
15451917418881,katzenbaum-mit-4-ebenen-mond-sterne-lila-653249,"Katzenbaum mit 4 Ebenen, Mond & Sterne – Lila",55895408116097,95.90,119.90,66.08,23.4,gesetzt
15452678390145,automatischer-katzenspielball-628300,"Automatischer Katzenspielball",55898517340545,19.90,24.90,13.43,25.0,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203124097,30.90,39.90,21.32,23.3,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203156865,18.90,49.90,27.19,-59.8,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203386241,30.90,39.90,21.32,23.3,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203419009,18.90,49.90,27.19,-59.8,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203648385,30.90,39.90,21.32,23.3,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203681153,18.90,49.90,27.19,-59.8,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203910529,30.90,39.90,21.32,23.3,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203943297,18.90,49.90,27.19,-59.8,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204172673,30.90,39.90,21.32,23.3,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204205441,18.90,49.90,27.19,-59.8,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204434817,30.90,39.90,21.32,23.3,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204467585,18.90,49.90,27.19,-59.8,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204696961,30.90,39.90,21.32,23.3,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204729729,18.90,49.90,27.19,-59.8,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204959105,30.90,39.90,21.32,23.3,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204991873,18.90,49.90,27.19,-59.8,gesetzt
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203189633,19.90,74.90,41.11,-129.5,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203222401,20.90,69.90,37.36,-98.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203255169,23.90,84.90,44.71,-107.9,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203287937,25.90,99.90,55.11,-136.4,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203320705,27.90,94.90,52.73,-110.0,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203353473,29.90,104.90,58.30,-116.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203451777,19.90,74.90,41.11,-129.5,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203484545,20.90,69.90,37.36,-98.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203517313,23.90,84.90,44.71,-107.9,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203550081,25.90,99.90,55.11,-136.4,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203582849,27.90,94.90,52.73,-110.0,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203615617,29.90,104.90,58.30,-116.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203713921,19.90,74.90,41.11,-129.5,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203746689,20.90,69.90,37.36,-98.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203779457,23.90,84.90,44.71,-107.9,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203812225,25.90,99.90,55.11,-136.4,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203844993,27.90,94.90,52.73,-110.0,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203877761,29.90,104.90,58.30,-116.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066203976065,19.90,74.90,41.11,-129.5,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204008833,20.90,69.90,37.36,-98.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204041601,23.90,84.90,44.71,-107.9,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204074369,25.90,99.90,55.11,-136.4,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204107137,27.90,94.90,52.73,-110.0,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204139905,29.90,104.90,58.30,-116.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204238209,19.90,74.90,41.11,-129.5,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204270977,20.90,69.90,37.36,-98.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204303745,23.90,84.90,44.71,-107.9,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204336513,25.90,99.90,55.11,-136.4,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204369281,27.90,94.90,52.73,-110.0,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204402049,29.90,104.90,58.30,-116.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204500353,19.90,74.90,41.11,-129.5,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204533121,20.90,69.90,37.36,-98.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204565889,23.90,84.90,44.71,-107.9,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204598657,25.90,99.90,55.11,-136.4,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204631425,27.90,94.90,52.73,-110.0,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204664193,29.90,104.90,58.30,-116.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204762497,19.90,74.90,41.11,-129.5,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204795265,20.90,69.90,37.36,-98.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204828033,23.90,84.90,44.71,-107.9,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204860801,25.90,99.90,55.11,-136.4,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204893569,27.90,94.90,52.73,-110.0,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066204926337,29.90,104.90,58.30,-116.6,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066205024641,19.90,74.90,41.11,-129.5,gemeldet
15452685205889,katzenfestes-einheitssofauberwurf-603200,"Katzenfestes Einheitssofaüberwurf",56066205057409,20.90,69.90,37.36,-98.6,gemeldet
15452708733313,doppelspitz-burste-fur-katzen-hunde-723840,"Doppelspitz-Bürste für Katzen & Hunde",55898606141825,15.90,19.90,10.65,25.6,gesetzt
15453540712833,katzenspielzeug-622200,"Katzenspielzeug",56066366800257,106.90,139.90,76.32,20.7,gesetzt
15453540712833,katzenspielzeug-622200,"Katzenspielzeug",56066366833025,106.90,139.90,76.32,20.7,gesetzt
15453763240321,katzen-spielball-mit-spa-effekt-629900,"Katzen-Spielball mit Spasseffekt",55904643481985,18.90,24.90,12.79,24.8,gesetzt
