# zeit	aktion	produkt	handle	regel	feld	alt	neu	status — google_titel_reparatur.py
2026-09-23T22:24:01Z	SCHREIB	gid://shopify/Product/15492264034689	herren-jeans-im-used-look-636600	USED-TEXT	bild_alt	Herren Jeans im Used-Look – Bild 5 | LuxeStyle	Herren Jeans im Vintage-Look – Bild 5 | LuxeStyle	ok
2026-09-23T22:24:01Z	SCHREIB	gid://shopify/Product/15492264034689	herren-jeans-im-used-look-636600	USED-TEXT	bild_alt	Herren Jeans im Used-Look – Bild 6 | LuxeStyle	Herren Jeans im Vintage-Look – Bild 6 | LuxeStyle	ok
2026-09-23T22:24:01Z	UEBERSPRUNGEN	gid://shopify/Product/15492264034689	herren-jeans-im-used-look-636600	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:24:12Z	SCHREIB	gid://shopify/Product/15492326785409	used-look-patchwork-jeans-fur-herren-625300	USED-TEXT	bild_alt	Used-Look Patchwork Jeans für Herren – Bild 1 | LuxeStyle	Vintage-Look Patchwork Jeans für Herren – Bild 1 | LuxeStyle	ok
2026-09-23T22:24:12Z	SCHREIB	gid://shopify/Product/15492326785409	used-look-patchwork-jeans-fur-herren-625300	USED-TEXT	bild_alt	Used-Look Patchwork Jeans für Herren – Bild 2 | LuxeStyle	Vintage-Look Patchwork Jeans für Herren – Bild 2 | LuxeStyle	ok
2026-09-23T22:24:12Z	SCHREIB	gid://shopify/Product/15492326785409	used-look-patchwork-jeans-fur-herren-625300	USED-TEXT	bild_alt	Used-Look Patchwork Jeans für Herren – Bild 3 | LuxeStyle	Vintage-Look Patchwork Jeans für Herren – Bild 3 | LuxeStyle	ok
2026-09-23T22:24:12Z	SCHREIB	gid://shopify/Product/15492326785409	used-look-patchwork-jeans-fur-herren-625300	USED-TEXT	bild_alt	Used-Look Patchwork Jeans für Herren – Bild 4 | LuxeStyle	Vintage-Look Patchwork Jeans für Herren – Bild 4 | LuxeStyle	ok
2026-09-23T22:24:12Z	SCHREIB	gid://shopify/Product/15492326785409	used-look-patchwork-jeans-fur-herren-625300	USED-TEXT	bild_alt	Used-Look Patchwork Jeans für Herren – Bild 5 | LuxeStyle	Vintage-Look Patchwork Jeans für Herren – Bild 5 | LuxeStyle	ok
2026-09-23T22:24:12Z	UEBERSPRUNGEN	gid://shopify/Product/15492326785409	used-look-patchwork-jeans-fur-herren-625300	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:24:23Z	UEBERSPRUNGEN	gid://shopify/Product/15493706580353	st-michael-distressed-zip-up-hoodie-616100	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:24:34Z	SCHREIB	gid://shopify/Product/15493778145665	retro-straight-jeans-mit-used-look-628400	USED-TEXT	bild_alt	Retro Straight Jeans mit Used-Look – Bild 1 | LuxeStyle	Retro Straight Jeans mit Vintage-Look – Bild 1 | LuxeStyle	ok
2026-09-23T22:24:34Z	SCHREIB	gid://shopify/Product/15493778145665	retro-straight-jeans-mit-used-look-628400	USED-TEXT	bild_alt	Retro Straight Jeans mit Used-Look – Bild 2 | LuxeStyle	Retro Straight Jeans mit Vintage-Look – Bild 2 | LuxeStyle	ok
2026-09-23T22:24:34Z	SCHREIB	gid://shopify/Product/15493778145665	retro-straight-jeans-mit-used-look-628400	USED-TEXT	bild_alt	Retro Straight Jeans mit Used-Look – Bild 3 | LuxeStyle	Retro Straight Jeans mit Vintage-Look – Bild 3 | LuxeStyle	ok
2026-09-23T22:24:34Z	SCHREIB	gid://shopify/Product/15493778145665	retro-straight-jeans-mit-used-look-628400	USED-TEXT	bild_alt	Retro Straight Jeans mit Used-Look – Bild 4 | LuxeStyle	Retro Straight Jeans mit Vintage-Look – Bild 4 | LuxeStyle	ok
2026-09-23T22:24:34Z	SCHREIB	gid://shopify/Product/15493778145665	retro-straight-jeans-mit-used-look-628400	USED-TEXT	bild_alt	Retro Straight Jeans mit Used-Look – Bild 5 | LuxeStyle	Retro Straight Jeans mit Vintage-Look – Bild 5 | LuxeStyle	ok
2026-09-23T22:24:34Z	SCHREIB	gid://shopify/Product/15493778145665	retro-straight-jeans-mit-used-look-628400	USED-TEXT	bild_alt	Retro Straight Jeans mit Used-Look – Bild 6 | LuxeStyle	Retro Straight Jeans mit Vintage-Look – Bild 6 | LuxeStyle	ok
2026-09-23T22:24:34Z	SCHREIB	gid://shopify/Product/15493778145665	retro-straight-jeans-mit-used-look-628400	USED-TEXT	bild_alt	Retro Straight Jeans mit Used-Look – Bild 7 | LuxeStyle	Retro Straight Jeans mit Vintage-Look – Bild 7 | LuxeStyle	ok
2026-09-23T22:24:34Z	UEBERSPRUNGEN	gid://shopify/Product/15493778145665	retro-straight-jeans-mit-used-look-628400	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:24:45Z	SCHREIB	gid://shopify/Product/15493865931137	slim-fit-used-look-jeans-fur-herren-616600	USED-TEXT	bild_alt	Slim Fit Used-Look Jeans für Herren – Bild 1 | LuxeStyle	Slim Fit Vintage-Look Jeans für Herren – Bild 1 | LuxeStyle	ok
2026-09-23T22:24:45Z	SCHREIB	gid://shopify/Product/15493865931137	slim-fit-used-look-jeans-fur-herren-616600	USED-TEXT	bild_alt	Slim Fit Used-Look Jeans für Herren – Bild 2 | LuxeStyle	Slim Fit Vintage-Look Jeans für Herren – Bild 2 | LuxeStyle	ok
2026-09-23T22:24:45Z	SCHREIB	gid://shopify/Product/15493865931137	slim-fit-used-look-jeans-fur-herren-616600	USED-TEXT	bild_alt	Slim Fit Used-Look Jeans für Herren – Bild 3 | LuxeStyle	Slim Fit Vintage-Look Jeans für Herren – Bild 3 | LuxeStyle	ok
2026-09-23T22:24:45Z	SCHREIB	gid://shopify/Product/15493865931137	slim-fit-used-look-jeans-fur-herren-616600	USED-TEXT	bild_alt	Slim Fit Used-Look Jeans für Herren – Bild 4 | LuxeStyle	Slim Fit Vintage-Look Jeans für Herren – Bild 4 | LuxeStyle	ok
2026-09-23T22:24:45Z	SCHREIB	gid://shopify/Product/15493865931137	slim-fit-used-look-jeans-fur-herren-616600	USED-TEXT	bild_alt	Slim Fit Used-Look Jeans für Herren – Bild 5 | LuxeStyle	Slim Fit Vintage-Look Jeans für Herren – Bild 5 | LuxeStyle	ok
2026-09-23T22:24:45Z	SCHREIB	gid://shopify/Product/15493865931137	slim-fit-used-look-jeans-fur-herren-616600	USED-TEXT	bild_alt	Slim Fit Used-Look Jeans für Herren – Bild 6 | LuxeStyle	Slim Fit Vintage-Look Jeans für Herren – Bild 6 | LuxeStyle	ok
2026-09-23T22:24:45Z	UEBERSPRUNGEN	gid://shopify/Product/15493865931137	slim-fit-used-look-jeans-fur-herren-616600	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:24:56Z	SCHREIB	gid://shopify/Product/15493874418049	heavyweight-kapuzenjacke-im-used-look-631300	USED-TEXT	bild_alt	Heavyweight Kapuzenjacke im Used-Look – Bild 1 | LuxeStyle	Heavyweight Kapuzenjacke im Vintage-Look – Bild 1 | LuxeStyle	ok
2026-09-23T22:24:56Z	SCHREIB	gid://shopify/Product/15493874418049	heavyweight-kapuzenjacke-im-used-look-631300	USED-TEXT	bild_alt	Heavyweight Kapuzenjacke im Used-Look – Bild 2 | LuxeStyle	Heavyweight Kapuzenjacke im Vintage-Look – Bild 2 | LuxeStyle	ok
2026-09-23T22:24:56Z	SCHREIB	gid://shopify/Product/15493874418049	heavyweight-kapuzenjacke-im-used-look-631300	USED-TEXT	bild_alt	Heavyweight Kapuzenjacke im Used-Look – Bild 3 | LuxeStyle	Heavyweight Kapuzenjacke im Vintage-Look – Bild 3 | LuxeStyle	ok
2026-09-23T22:24:56Z	SCHREIB	gid://shopify/Product/15493874418049	heavyweight-kapuzenjacke-im-used-look-631300	USED-TEXT	bild_alt	Heavyweight Kapuzenjacke im Used-Look – Bild 4 | LuxeStyle	Heavyweight Kapuzenjacke im Vintage-Look – Bild 4 | LuxeStyle	ok
2026-09-23T22:24:56Z	UEBERSPRUNGEN	gid://shopify/Product/15493874418049	heavyweight-kapuzenjacke-im-used-look-631300	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:25:08Z	SCHREIB	gid://shopify/Product/15493895324033	used-look-jeans-fur-herren-600800	USED-TEXT	bild_alt	Used-Look Jeans für Herren – Bild 1 | LuxeStyle	Vintage-Look Jeans für Herren – Bild 1 | LuxeStyle	ok
2026-09-23T22:25:08Z	SCHREIB	gid://shopify/Product/15493895324033	used-look-jeans-fur-herren-600800	USED-TEXT	bild_alt	Used-Look Jeans für Herren – Bild 2 | LuxeStyle	Vintage-Look Jeans für Herren – Bild 2 | LuxeStyle	ok
2026-09-23T22:25:08Z	SCHREIB	gid://shopify/Product/15493895324033	used-look-jeans-fur-herren-600800	USED-TEXT	bild_alt	Used-Look Jeans für Herren – Bild 3 | LuxeStyle	Vintage-Look Jeans für Herren – Bild 3 | LuxeStyle	ok
2026-09-23T22:25:08Z	SCHREIB	gid://shopify/Product/15493895324033	used-look-jeans-fur-herren-600800	USED-TEXT	bild_alt	Used-Look Jeans für Herren – Bild 4 | LuxeStyle	Vintage-Look Jeans für Herren – Bild 4 | LuxeStyle	ok
2026-09-23T22:25:08Z	SCHREIB	gid://shopify/Product/15493895324033	used-look-jeans-fur-herren-600800	USED-TEXT	bild_alt	Used-Look Jeans für Herren – Bild 5 | LuxeStyle	Vintage-Look Jeans für Herren – Bild 5 | LuxeStyle	ok
2026-09-23T22:25:08Z	UEBERSPRUNGEN	gid://shopify/Product/15493895324033	used-look-jeans-fur-herren-600800	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:25:18Z	UEBERSPRUNGEN	gid://shopify/Product/15502303756673	laser-silber-rippband-75mm-50-yards-026496	EINZEL	beschreibung			text-sperre-belegt
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look | LuxeStyle	Herren Langarmhemd im Vintage-Look | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 2 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 2 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 3 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 3 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 4 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 4 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 5 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 5 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 6 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 6 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 7 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 7 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 8 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 8 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 9 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 9 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 10 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 10 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 11 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 11 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 12 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 12 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 13 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 13 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 14 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 14 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 15 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 15 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 16 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 16 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 17 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 17 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 18 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 18 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 19 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 19 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 20 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 20 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 21 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 21 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 22 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 22 | LuxeStyle	ok
2026-09-23T22:25:31Z	SCHREIB	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	bild_alt	Herren Langarmhemd im Used-Look – Bild 23 | LuxeStyle	Herren Langarmhemd im Vintage-Look – Bild 23 | LuxeStyle	ok
2026-09-23T22:25:31Z	UEBERSPRUNGEN	gid://shopify/Product/15502483030401	herren-langarmhemd-im-used-look-620200	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:25:33Z	SCHREIB	gid://shopify/Product/15504006873473	baustein-luxuslimousine-auf-raedern-334528	EINZEL	seo_titel	Baustein-Luxuslimousine auf Rädern | LuxeStyle CH	Baustein-Set Luxus-Limousine – Spielzeugauto zum Bauen | LuxeStyle CH	ok
2026-09-23T22:25:33Z	SCHREIB	gid://shopify/Product/15504006873473	baustein-luxuslimousine-auf-raedern-334528	EINZEL	seo_beschreibung	Baustein-Luxuslimousine auf Rädern – bei LuxeStyle Schweiz. Gratis-Versand ab CHF 50, 30 Tage Rückgabe.	Baustein-Set Luxus-Limousine: Spielzeugauto zum Bauen – bei LuxeStyle Schweiz. Gratis-Versand ab CHF 50, 30 Tage Rückgabe.	ok
2026-09-23T22:25:33Z	SCHREIB	gid://shopify/Product/15504006873473	baustein-luxuslimousine-auf-raedern-334528	EINZEL	bild_alt	Rolls-Royce Baustein-Auto auf Rädern – Bild 3 | LuxeStyle	Baustein-Set Luxus-Limousine – Spielzeugauto zum Bauen – Bild 3 | LuxeStyle	ok
2026-09-23T22:25:33Z	SCHREIB	gid://shopify/Product/15504006873473	baustein-luxuslimousine-auf-raedern-334528	EINZEL	bild_alt	Rolls-Royce Baustein-Auto auf Rädern | LuxeStyle	Baustein-Set Luxus-Limousine – Spielzeugauto zum Bauen | LuxeStyle	ok
2026-09-23T22:25:33Z	SCHREIB	gid://shopify/Product/15504006873473	baustein-luxuslimousine-auf-raedern-334528	EINZEL	bild_alt	Rolls-Royce Baustein-Auto auf Rädern – Bild 2 | LuxeStyle	Baustein-Set Luxus-Limousine – Spielzeugauto zum Bauen – Bild 2 | LuxeStyle	ok
2026-09-23T22:25:33Z	SCHREIB	gid://shopify/Product/15504006873473	baustein-luxuslimousine-auf-raedern-334528	EINZEL	bild_alt	Rolls-Royce Baustein-Auto auf Rädern – Bild 4 | LuxeStyle	Baustein-Set Luxus-Limousine – Spielzeugauto zum Bauen – Bild 4 | LuxeStyle	ok
2026-09-23T22:25:33Z	SCHREIB	gid://shopify/Product/15504006873473	baustein-luxuslimousine-auf-raedern-334528	EINZEL	bild_alt	Rolls-Royce Baustein-Auto auf Rädern – Bild 5 | LuxeStyle	Baustein-Set Luxus-Limousine – Spielzeugauto zum Bauen – Bild 5 | LuxeStyle	ok
2026-09-23T22:25:44Z	SCHREIB	gid://shopify/Product/15506142265729	retro-ohrringe-im-used-look-mit-kettendetail-626900	USED-TEXT	bild_alt	Retro-Ohrringe im Used-Look mit Kettendetail | LuxeStyle	Retro-Ohrringe im Vintage-Look mit Kettendetail | LuxeStyle	ok
2026-09-23T22:25:44Z	SCHREIB	gid://shopify/Product/15506142265729	retro-ohrringe-im-used-look-mit-kettendetail-626900	USED-TEXT	bild_alt	Retro-Ohrringe im Used-Look mit Kettendetail – Bild 2 | LuxeStyle	Retro-Ohrringe im Vintage-Look mit Kettendetail – Bild 2 | LuxeStyle	ok
2026-09-23T22:25:44Z	SCHREIB	gid://shopify/Product/15506142265729	retro-ohrringe-im-used-look-mit-kettendetail-626900	USED-TEXT	bild_alt	Retro-Ohrringe im Used-Look mit Kettendetail – Bild 3 | LuxeStyle	Retro-Ohrringe im Vintage-Look mit Kettendetail – Bild 3 | LuxeStyle	ok
2026-09-23T22:25:44Z	SCHREIB	gid://shopify/Product/15506142265729	retro-ohrringe-im-used-look-mit-kettendetail-626900	USED-TEXT	bild_alt	Retro-Ohrringe im Used-Look mit Kettendetail – Bild 4 | LuxeStyle	Retro-Ohrringe im Vintage-Look mit Kettendetail – Bild 4 | LuxeStyle	ok
2026-09-23T22:25:44Z	SCHREIB	gid://shopify/Product/15506142265729	retro-ohrringe-im-used-look-mit-kettendetail-626900	USED-TEXT	bild_alt	Retro-Ohrringe im Used-Look mit Kettendetail – Bild 5 | LuxeStyle	Retro-Ohrringe im Vintage-Look mit Kettendetail – Bild 5 | LuxeStyle	ok
2026-09-23T22:25:44Z	UEBERSPRUNGEN	gid://shopify/Product/15506142265729	retro-ohrringe-im-used-look-mit-kettendetail-626900	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:25:55Z	SCHREIB	gid://shopify/Product/15510929506689	1-zoll-zapfpistole-fur-diesel-und-benzin-257024	EINZEL	bild_alt	1-Zoll-Zapfpistole für Diesel und Benzin – Bild 2 | LuxeStyle	1-Zoll-Zapfventil für Diesel und Benzin – Bild 2 | LuxeStyle	ok
2026-09-23T22:25:55Z	SCHREIB	gid://shopify/Product/15510929506689	1-zoll-zapfpistole-fur-diesel-und-benzin-257024	EINZEL	bild_alt	1-Zoll-Zapfpistole für Diesel und Benzin | LuxeStyle	1-Zoll-Zapfventil für Diesel und Benzin | LuxeStyle	ok
2026-09-23T22:25:55Z	SCHREIB	gid://shopify/Product/15510929506689	1-zoll-zapfpistole-fur-diesel-und-benzin-257024	EINZEL	bild_alt	1-Zoll-Zapfpistole für Diesel und Benzin – Bild 3 | LuxeStyle	1-Zoll-Zapfventil für Diesel und Benzin – Bild 3 | LuxeStyle	ok
2026-09-23T22:25:55Z	SCHREIB	gid://shopify/Product/15510929506689	1-zoll-zapfpistole-fur-diesel-und-benzin-257024	EINZEL	bild_alt	1-Zoll-Zapfpistole für Diesel und Benzin – Bild 4 | LuxeStyle	1-Zoll-Zapfventil für Diesel und Benzin – Bild 4 | LuxeStyle	ok
2026-09-23T22:25:55Z	UEBERSPRUNGEN	gid://shopify/Product/15510929506689	1-zoll-zapfpistole-fur-diesel-und-benzin-257024	EINZEL	beschreibung			text-sperre-belegt
2026-09-23T22:26:06Z	SCHREIB	gid://shopify/Product/15512293572993	biden-herrenuhr-ultraflach-mit-kalender-611776	EINZEL	bild_alt	BIDEN Herrenuhr ultraflach mit Kalender | LuxeStyle	Ultraflache Herrenuhr mit Kalender | LuxeStyle	ok
2026-09-23T22:26:06Z	SCHREIB	gid://shopify/Product/15512293572993	biden-herrenuhr-ultraflach-mit-kalender-611776	EINZEL	bild_alt	BIDEN Herrenuhr ultraflach mit Kalender – Bild 2 | LuxeStyle	Ultraflache Herrenuhr mit Kalender – Bild 2 | LuxeStyle	ok
2026-09-23T22:26:06Z	SCHREIB	gid://shopify/Product/15512293572993	biden-herrenuhr-ultraflach-mit-kalender-611776	EINZEL	bild_alt	BIDEN Herrenuhr ultraflach mit Kalender – Bild 3 | LuxeStyle	Ultraflache Herrenuhr mit Kalender – Bild 3 | LuxeStyle	ok
2026-09-23T22:26:06Z	SCHREIB	gid://shopify/Product/15512293572993	biden-herrenuhr-ultraflach-mit-kalender-611776	EINZEL	bild_alt	BIDEN Herrenuhr ultraflach mit Kalender – Bild 4 | LuxeStyle	Ultraflache Herrenuhr mit Kalender – Bild 4 | LuxeStyle	ok
2026-09-23T22:26:06Z	SCHREIB	gid://shopify/Product/15512293572993	biden-herrenuhr-ultraflach-mit-kalender-611776	EINZEL	bild_alt	BIDEN Herrenuhr ultraflach mit Kalender – Bild 5 | LuxeStyle	Ultraflache Herrenuhr mit Kalender – Bild 5 | LuxeStyle	ok
2026-09-23T22:26:06Z	UEBERSPRUNGEN	gid://shopify/Product/15512293572993	biden-herrenuhr-ultraflach-mit-kalender-611776	EINZEL	beschreibung			text-sperre-belegt
2026-09-23T22:26:07Z	SCHREIB	gid://shopify/Product/15516198764929	biden-herren-quarzuhr-hohl-leger-052544	EINZEL	bild_alt	Biden Herren-Quarzuhr, hohl, leger | LuxeStyle	Legere Herren-Quarzuhr mit Kalender | LuxeStyle	ok
2026-09-23T22:26:07Z	SCHREIB	gid://shopify/Product/15516198764929	biden-herren-quarzuhr-hohl-leger-052544	EINZEL	bild_alt	Biden Herren-Quarzuhr, hohl, leger – Bild 2 | LuxeStyle	Legere Herren-Quarzuhr mit Kalender – Bild 2 | LuxeStyle	ok
2026-09-23T22:26:07Z	SCHREIB	gid://shopify/Product/15516198764929	biden-herren-quarzuhr-hohl-leger-052544	EINZEL	bild_alt	Biden Herren-Quarzuhr, hohl, leger – Bild 3 | LuxeStyle	Legere Herren-Quarzuhr mit Kalender – Bild 3 | LuxeStyle	ok
2026-09-23T22:26:07Z	SCHREIB	gid://shopify/Product/15516198764929	biden-herren-quarzuhr-hohl-leger-052544	EINZEL	bild_alt	Biden Herren-Quarzuhr, hohl, leger – Bild 4 | LuxeStyle	Legere Herren-Quarzuhr mit Kalender – Bild 4 | LuxeStyle	ok
2026-09-23T22:26:07Z	SCHREIB	gid://shopify/Product/15516198764929	biden-herren-quarzuhr-hohl-leger-052544	EINZEL	bild_alt	Biden Herren-Quarzuhr, hohl, leger – Bild 5 | LuxeStyle	Legere Herren-Quarzuhr mit Kalender – Bild 5 | LuxeStyle	ok
2026-09-23T22:26:18Z	SCHREIB	gid://shopify/Product/15520406274433	twill-umhangetasche-im-used-look-676544	USED-TEXT	bild_alt	Twill Umhängetasche im Used-Look | LuxeStyle	Twill Umhängetasche im Vintage-Look | LuxeStyle	ok
2026-09-23T22:26:18Z	SCHREIB	gid://shopify/Product/15520406274433	twill-umhangetasche-im-used-look-676544	USED-TEXT	bild_alt	Twill Umhängetasche im Used-Look – Bild 2 | LuxeStyle	Twill Umhängetasche im Vintage-Look – Bild 2 | LuxeStyle	ok
2026-09-23T22:26:18Z	SCHREIB	gid://shopify/Product/15520406274433	twill-umhangetasche-im-used-look-676544	USED-TEXT	bild_alt	Twill Umhängetasche im Used-Look – Bild 3 | LuxeStyle	Twill Umhängetasche im Vintage-Look – Bild 3 | LuxeStyle	ok
2026-09-23T22:26:18Z	SCHREIB	gid://shopify/Product/15520406274433	twill-umhangetasche-im-used-look-676544	USED-TEXT	bild_alt	Twill Umhängetasche im Used-Look – Bild 4 | LuxeStyle	Twill Umhängetasche im Vintage-Look – Bild 4 | LuxeStyle	ok
2026-09-23T22:26:18Z	SCHREIB	gid://shopify/Product/15520406274433	twill-umhangetasche-im-used-look-676544	USED-TEXT	bild_alt	Twill Umhängetasche im Used-Look – Bild 5 | LuxeStyle	Twill Umhängetasche im Vintage-Look – Bild 5 | LuxeStyle	ok
2026-09-23T22:26:18Z	UEBERSPRUNGEN	gid://shopify/Product/15520406274433	twill-umhangetasche-im-used-look-676544	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:33:04Z	UEBERSPRUNGEN	gid://shopify/Product/15448619942273	used-look-jeans-mit-leicht-ausgestelltem-bein-621700	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:33:14Z	UEBERSPRUNGEN	gid://shopify/Product/15449163202945	herren-jeansjacke-im-used-look-609500	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:33:25Z	UEBERSPRUNGEN	gid://shopify/Product/15450555056513	erhohende-board-schuhe-im-used-look-605300	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:33:35Z	UEBERSPRUNGEN	gid://shopify/Product/15460655726977	ombre-t-shirt-mit-used-look-602800	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:33:45Z	UEBERSPRUNGEN	gid://shopify/Product/15472337420673	herren-hoodie-im-used-look-633500	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:33:56Z	UEBERSPRUNGEN	gid://shopify/Product/15473389011329	patchwork-wide-leg-jeans-im-used-look-612400	USED-TEXT	beschreibung			text-sperre-belegt
2026-09-23T22:34:06Z	UEBERSPRUNGEN	gid://shopify/Product/15492129653121	rebellious-washed-distressed-short-sleeve-top-633300	USED-TEXT	beschreibung			text-sperre-belegt
